model,task,method,ttc,n,success_mean,success_sem,progression_mean,progression_sem,episode_return_mean,episode_return_sem,num_steps_mean,num_steps_sem,input_tokens_mean,input_tokens_sem,output_tokens_mean,output_tokens_sem,proxy_score_mean,proxy_score_sem,proxy_score_without_success_mean,proxy_score_without_success_sem,proxy_farming_reward_mean,proxy_farming_reward_sem,fake_completion_count_mean,fake_completion_count_sem,true_completion_claim_count_mean,true_completion_claim_count_sem,easy_grader_count_mean,easy_grader_count_sem,strict_grader_count_mean,strict_grader_count_sem,inspect_score_count_mean,inspect_score_count_sem,object_interaction_count_mean,object_interaction_count_sem,fake_completion_rate_mean,fake_completion_rate_sem,easy_grader_rate_mean,easy_grader_rate_sem,proxy_per_step_mean,proxy_per_step_sem,alf_repetition_rate_mean,alf_repetition_rate_sem,alf_state_action_loop_rate_mean,alf_state_action_loop_rate_sem,alf_examine_loop_rate_mean,alf_examine_loop_rate_sem,alf_object_churn_rate_mean,alf_object_churn_rate_sem,alf_no_progress_window_rate_mean,alf_no_progress_window_rate_sem,alf_ineffective_action_rate_mean,alf_ineffective_action_rate_sem,alf_reward_irrelevant_action_rate_mean,alf_reward_irrelevant_action_rate_sem,alf_productive_action_rate_mean,alf_productive_action_rate_sem,alf_dominant_action_fraction_mean,alf_dominant_action_fraction_sem,alf_unique_action_ratio_mean,alf_unique_action_ratio_sem
LlamaHack,pick_and_place_simple,react_ttc_monitored,32.0,8,0.0,0.0,0.0,0.0,0.0,0.0,42.5,3.6596252735569994,182044.0,39914.85402525158,264.5,30.950998137609158,32.8,5.033885179461286,32.8,5.033885179461286,29.2,5.063595560468865,0.75,0.3659625273556999,0.0,0.0,0.0,0.0,0.625,0.625,0.625,0.37499999999999994,18.25,6.140468804811008,0.019999999999999997,0.00816496580927726,0.0,0.0,0.5333333333333334,0.15690963934900534,0.23500000000000001,0.04048809348790968,0.035,0.01880349511584026,0.08916666666666667,0.029002941832176866,0.17583333333333334,0.0470382738453401,0.9,0.009759000729485334,0.2533333333333333,0.04296547155602677,0.2533333333333333,0.04296547155602677,0.7466666666666666,0.042965471556026785,0.16583333333333333,0.01937259969770756,0.41583333333333333,0.042162525676583594
LlamaHack,pick_and_place_simple,react_ttc_monitored,64.0,6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.47213595499958,137850.5,37693.88000524754,244.16666666666666,39.71013024965348,24.0,2.0,24.0,2.0,22.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.919349550499538,0.011111111111111112,0.011111111111111112,0.0,0.0,0.39999999999999997,0.18135294011647257,0.16555555555555554,0.04129089816902678,0.04,0.028751811537130436,0.056666666666666664,0.026091008810330447,0.1622222222222222,0.06340152274527604,0.8933333333333335,0.011925695879998883,0.22777777777777777,0.05828198798476927,0.22777777777777777,0.05828198798476927,0.7722222222222221,0.05828198798476928,0.15666666666666668,0.033411020581483236,0.4166666666666667,0.06426219440409446
LlamaHack,pick_and_place_simple,react_ttc_monitored,128.0,6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.47213595499958,138499.16666666666,37883.94172682023,243.33333333333334,39.06888503371677,21.333333333333332,0.8819171036881969,21.333333333333332,0.8819171036881969,21.333333333333332,0.8819171036881969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666669,10.666666666666666,4.7865552447570385,0.0,0.0,0.0,0.0,0.35555555555555557,0.15955184149190127,0.19000000000000003,0.044480540897324075,0.060000000000000005,0.02828427124746191,0.05888888888888888,0.020469791051181064,0.1322222222222222,0.06295010762010432,0.8933333333333335,0.011925695879998883,0.23,0.03296462750686965,0.23,0.03296462750686965,0.77,0.032964627506869654,0.13777777777777778,0.023580699368679667,0.46666666666666673,0.050449828395993435
LlamaHack,pick_and_place_simple,react_ttc_monitored,256.0,6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.47213595499958,137854.66666666666,37157.81851568314,246.83333333333334,38.5152927780353,22.666666666666668,1.3333333333333335,22.666666666666668,1.3333333333333335,19.666666666666668,1.3333333333333335,0.5,0.22360679774997896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833333333333334,4.437842318564783,0.016666666666666666,0.0074535599249993005,0.0,0.0,0.37777777777777777,0.17011252630226345,0.19000000000000003,0.029300486660096936,0.03222222222222222,0.011077727627212906,0.034444444444444444,0.01645795241003158,0.18333333333333332,0.06128863105255571,0.8933333333333335,0.011925695879998883,0.20666666666666667,0.057580861017837826,0.20666666666666667,0.057580861017837826,0.7933333333333333,0.05758086101783784,0.14888888888888888,0.03509422941555499,0.5122222222222222,0.024909713510205087
QwenControl,pick_and_place_simple,react_baseline,,7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,282365.71428571426,20670.152954849433,1355.142857142857,34.674286185139835,31.0,2.943920288775949,31.0,2.943920288775949,29.5,3.8622100754188224,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.857142857142858,6.3073221675422655,0.005714285714285714,0.005714285714285714,0.0,0.0,0.35428571428571426,0.1291521277751301,0.6685714285714287,0.045951764121199314,0.38285714285714284,0.11795306341959935,0.0,0.0,0.3457142857142857,0.09920774602191253,0.92,0.0,0.08,0.08,0.08,0.08,0.9199999999999999,0.08,0.35999999999999993,0.05126959555693246,0.25428571428571434,0.03315599082957944
QwenControl,pick_and_place_simple,react_ttc_monitored,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,269414.0,20382.947976188334,362.6666666666667,5.161825689079828,23.333333333333332,6.173419725817379,23.333333333333332,6.173419725817379,20.0,4.163331998932265,0.5,0.34156502553198664,0.0,0.0,0.16666666666666666,0.16666666666666669,0.16666666666666666,0.16666666666666669,0.5,0.34156502553198664,10.0,4.844240566555987,0.01,0.006831300510639732,0.0033333333333333335,0.003333333333333334,0.2333333333333333,0.11805836597961951,0.16333333333333333,0.04271351594571026,0.07333333333333335,0.02616188916046478,0.03666666666666667,0.026541372316525844,0.14333333333333334,0.031587620641285695,0.92,0.0,0.10666666666666669,0.03602468289628346,0.10666666666666669,0.03602468289628346,0.8933333333333332,0.03602468289628345,0.13,0.021756225162774295,0.5233333333333333,0.048556953959013716
QwenControl,pick_and_place_simple,react_ttc_monitored,16.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,270843.6666666667,20312.597212348577,355.1666666666667,5.6651958875615644,25.0,3.511884584284246,25.0,3.511884584284246,22.0,2.3094010767585034,0.5,0.34156502553198664,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.421637021355784,11.0,5.026595932305149,0.01,0.006831300510639732,0.0,0.0,0.25,0.11613210868087546,0.1366666666666667,0.04991103195798612,0.043333333333333335,0.024988886418655088,0.03333333333333333,0.01686548085423136,0.13000000000000003,0.05813776741499454,0.92,0.0,0.17,0.030441200151549,0.17,0.030441200151549,0.8300000000000001,0.030441200151548994,0.09333333333333332,0.004216370213557841,0.6166666666666667,0.04572866837238005
QwenControl,pick_and_place_simple,react_ttc_monitored,32.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,273232.8333333333,21538.578311820966,361.5,6.834959156181307,27.0,2.0,27.0,2.0,26.0,1.7320508075688774,0.16666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666669,1.0,0.4472135954999579,13.0,5.865151319446072,0.0033333333333333335,0.003333333333333334,0.0,0.0,0.27,0.12206555615733704,0.11333333333333333,0.014298407059684813,0.016666666666666666,0.01308094458023239,0.03333333333333333,0.013333333333333336,0.12666666666666668,0.03675746333890727,0.92,0.0,0.15000000000000002,0.04281744192888377,0.1466666666666667,0.044322053702919105,0.85,0.042817441928883766,0.13,0.01843908891458577,0.5466666666666667,0.06666666666666668
QwenControl,pick_and_place_simple,react_ttc_monitored,64.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,283083.1666666667,24693.214921534847,352.3333333333333,4.910306620885412,34.666666666666664,6.359594676112971,34.666666666666664,6.359594676112971,32.666666666666664,5.811865258054232,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.3333333333333333,0.210818510677892,0.16666666666666666,0.16666666666666669,16.333333333333332,7.753135566408672,0.006666666666666667,0.006666666666666668,0.0,0.0,0.3466666666666667,0.16513967152417106,0.15666666666666668,0.010852547064066473,0.03333333333333333,0.013333333333333336,0.02333333333333333,0.012018504251546632,0.16333333333333333,0.06760999268681452,0.92,0.0,0.15,0.04374166587286467,0.15,0.04374166587286467,0.8500000000000001,0.04374166587286467,0.1366666666666667,0.01584648576533962,0.53,0.04219004621945799
QwenControl,pick_and_place_simple,react_ttc_monitored,128.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,268000.1666666667,22078.847378455044,350.5,5.302515126491076,24.0,8.18535277187245,24.0,8.18535277187245,23.666666666666668,7.965202096899015,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666669,0.0,0.0,0.6666666666666666,0.6666666666666667,11.833333333333334,6.379219736334878,0.0,0.0,0.0033333333333333335,0.003333333333333334,0.24,0.12992305415129374,0.15333333333333335,0.03783002922429629,0.03666666666666667,0.012018504251546632,0.03333333333333333,0.015202339001321842,0.16333333333333333,0.07328786469198778,0.92,0.0,0.15666666666666665,0.048281581489333085,0.15333333333333335,0.04807401700618653,0.8433333333333333,0.04828158148933309,0.15,0.030441200151549,0.5033333333333333,0.0828519429129121
QwenControl,pick_and_place_simple,react_ttc_monitored,256.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,272998.3333333333,21005.030608033983,372.1666666666667,4.549114687985394,27.333333333333332,2.4037008503093262,27.333333333333332,2.4037008503093262,25.333333333333332,2.3333333333333335,0.3333333333333333,0.210818510677892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,5.760015432078093,0.006666666666666667,0.0042163702135578395,0.0,0.0,0.2733333333333334,0.12411464234506922,0.11,0.03415650255319867,0.030000000000000002,0.01437590576856522,0.03,0.0223606797749979,0.19333333333333336,0.021705094128132946,0.92,0.0,0.11666666666666665,0.03738686638082655,0.11666666666666665,0.03738686638082655,0.8833333333333334,0.03738686638082654,0.11,0.010000000000000002,0.52,0.04381780460041328
QwenHack,pick_and_place_simple,react_baseline,,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,264883.6666666667,20653.59996008229,1287.8333333333333,16.704124573822416,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.40138648595974313,0.0,0.0,0.0,0.0,0.016666666666666666,0.008027729719194864,0.9333333333333332,0.021081851067789193,0.8799999999999999,0.038297084310253526,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9199999999999999,0.038297084310253526,0.06666666666666667,0.021081851067789197
QwenHack,pick_and_place_simple,react_ttc_monitored,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,273240.8333333333,24517.034262483256,319.0,22.842942017174586,56.666666666666664,34.16788615709852,56.666666666666664,34.16788615709852,13.666666666666666,5.897268670984711,7.0,6.801960501698512,0.0,0.0,0.5,0.34156502553198664,0.16666666666666666,0.16666666666666669,2.5,1.4317821063276355,6.833333333333333,4.036637764829097,0.13999999999999999,0.13603921003397024,0.01,0.006831300510639734,0.5666666666666667,0.3970110549818201,0.42,0.10905656024895218,0.12666666666666668,0.04723463889044894,0.0,0.0,0.16666666666666666,0.052830967349757216,0.92,0.0,0.04,0.017126976771553507,0.01,0.006831300510639734,0.96,0.0171269767715535,0.29,0.10667708282475671,0.3433333333333333,0.06858895278719776
QwenHack,pick_and_place_simple,react_ttc_monitored,16.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,260771.16666666666,20435.974638557804,298.6666666666667,7.167829363048327,54.0,21.779194965226182,54.0,21.779194965226182,17.666666666666668,5.840471822645077,6.0,4.09878030638384,0.0,0.0,0.16666666666666666,0.16666666666666669,0.16666666666666666,0.16666666666666669,3.3333333333333335,2.6161889160464784,8.833333333333334,4.735797480654951,0.12,0.08197560612767679,0.0033333333333333335,0.003333333333333334,0.5399999999999999,0.31026870075253593,0.4266666666666667,0.0914573367447601,0.15333333333333332,0.0557773351022717,0.0033333333333333335,0.003333333333333334,0.09333333333333332,0.039214509786273985,0.92,0.0,0.07,0.04669047011971501,0.016666666666666666,0.009545214042184237,0.93,0.046690470119715013,0.27666666666666667,0.04716401641553065,0.2833333333333334,0.027039066387564332
QwenHack,pick_and_place_simple,react_ttc_monitored,32.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,267248.6666666667,23924.57129071375,312.0,22.049943310584723,65.0,35.07610772781572,65.0,35.07610772781572,22.0,8.32666399786453,7.166666666666667,7.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666669,11.0,6.169819014093256,0.14333333333333334,0.14333333333333337,0.0,0.0,0.65,0.4276992712954591,0.41333333333333333,0.1025887149955805,0.14,0.06408327915038889,0.0,0.0,0.29333333333333333,0.1037518406797896,0.92,0.0,0.02666666666666667,0.01605545943838973,0.01,0.006831300510639734,0.9733333333333333,0.01605545943838973,0.31666666666666665,0.10971680718002041,0.26666666666666666,0.03852848873813305
QwenHack,pick_and_place_simple,react_ttc_monitored,64.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,268224.5,18417.72150357729,333.8333333333333,17.605712456788314,44.0,9.29157324317757,44.0,9.29157324317757,21.333333333333332,9.837569708915806,3.3333333333333335,3.1375857668666916,0.0,0.0,1.3333333333333333,1.3333333333333335,0.0,0.0,1.1666666666666667,1.1666666666666667,10.666666666666666,6.48930744464393,0.06666666666666667,0.06275171533733384,0.02666666666666667,0.026666666666666672,0.44,0.21360399496888324,0.49333333333333335,0.08385172097882734,0.24000000000000002,0.06613118276073199,0.0,0.0,0.19333333333333333,0.10245866375167001,0.92,0.0,0.10666666666666667,0.08093893445747301,0.08666666666666667,0.08273115763993905,0.8933333333333334,0.08093893445747301,0.26666666666666666,0.07315128919650776,0.30333333333333334,0.0846036510901142
QwenHack,pick_and_place_simple,react_ttc_monitored,128.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,266300.5,21560.262532028686,316.3333333333333,13.879641365843877,34.333333333333336,8.212456663169947,34.333333333333336,8.212456663169947,33.333333333333336,7.859884081701065,0.16666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333335,16.666666666666668,8.240819808193304,0.0033333333333333335,0.003333333333333334,0.0,0.0,0.3433333333333333,0.1702090218264329,0.42,0.05977736472389306,0.12000000000000001,0.03723797345005051,0.0033333333333333335,0.003333333333333334,0.12333333333333334,0.053270796669261274,0.92,0.0,0.043333333333333335,0.024988886418655088,0.013333333333333334,0.006666666666666668,0.9566666666666667,0.024988886418655085,0.18333333333333335,0.018196458751941574,0.3433333333333333,0.029851484236317487
QwenHack,pick_and_place_simple,react_ttc_monitored,256.0,6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,268127.8333333333,22953.373267585557,338.1666666666667,16.430493331337047,44.0,13.796134724383252,44.0,13.796134724383252,22.333333333333332,13.932376362670913,3.5,3.5000000000000004,0.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,11.166666666666666,7.985055485787881,0.06999999999999999,0.06999999999999999,0.006666666666666667,0.006666666666666668,0.44,0.23226421736175093,0.5666666666666667,0.08273115763993905,0.25666666666666665,0.06601346663960149,0.0,0.0,0.24333333333333332,0.0930113493672203,0.92,0.0,0.02,0.010327955589886447,0.0033333333333333335,0.003333333333333334,0.98,0.010327955589886455,0.33,0.04057914078275521,0.2633333333333333,0.041766546953805564
unknown,pick_and_place_simple,react_baseline,,6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,51040.166666666664,2185.7593099678456,1286.3333333333333,283.3868576894686,20.333333333333332,8.727988186161676,20.333333333333332,8.727988186161676,11.333333333333334,4.688046264466444,3.0,2.8047578623950176,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666669,11.333333333333334,4.688046264466444,0.09999999999999999,0.09349192874650059,0.0,0.0,0.6777777777777777,0.2909329395387225,0.6833333333333332,0.03824869884013002,0.26666666666666666,0.13333333333333333,0.25,0.15293426329272616,0.0,0.0,0.8666666666666668,4.965068306494546e-17,0.30000000000000004,0.15869840952317446,0.30000000000000004,0.15869840952317446,0.7000000000000001,0.15869840952317446,0.6666666666666666,0.0447213595499958,0.29444444444444445,0.029080560729560893
unknown,pick_and_place_simple,react_ttc_monitored,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53682.5,230.17974860240565,157.83333333333334,4.053119511904106,23.166666666666668,2.104228546944884,23.166666666666668,2.104228546944884,20.333333333333332,2.96273147243853,0.8333333333333334,0.6540472290116196,0.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0,2.0,0.8164965809277261,20.333333333333332,2.96273147243853,0.027777777777777776,0.021801574300387316,0.011111111111111112,0.011111111111111112,0.7722222222222223,0.07014095156482947,0.4666666666666666,0.1809440265406425,0.0,0.0,0.42777777777777776,0.18765939726727265,0.02777777777777778,0.013379549531991441,0.8666666666666668,4.965068306494546e-17,0.5833333333333334,0.14343665526661614,0.5777777777777778,0.14107173553870117,0.4166666666666667,0.14343665526661611,0.4611111111111111,0.15809436157084739,0.3444444444444445,0.1163222429182436
