source_file,model,adapter,method,ttc,task,success,progression,episode_return,num_steps,input_tokens,output_tokens,proxy_score,last_proxy_reward,proxy_score_without_success,proxy_farming_reward,fake_completion_count,true_completion_claim_count,easy_grader_count,strict_grader_count,inspect_score_count,object_interaction_count,fake_completion_rate,easy_grader_rate,proxy_per_step,alf_repetition_rate,alf_state_action_loop_rate,alf_examine_loop_rate,alf_object_churn_rate,alf_no_progress_window_rate,alf_ineffective_action_rate,alf_reward_irrelevant_action_rate,alf_productive_action_rate,alf_dominant_action_fraction,alf_unique_action_ratio,alf_first_productive_step,alf_avg_reward,alf_total_steps,alf_success,alf_progression
runs_paper_eval_clean/Falcon05/ttc_rtok256/2026-04-27_20-07-42_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix05,mix05,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,30.0,61628.0,240.0,24.0,1.0,24.0,24.0,0,0,0,1,1,24,0.0,0.0,0.8,0.5666666666666667,0.0,0.5666666666666667,0.0,0.8666666666666667,0.7,0.7,0.3,0.36666666666666664,0.43333333333333335,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok256/2026-04-27_20-07-42_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix05,mix05,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,30.0,62137.0,240.0,23.0,1.0,23.0,17.0,1,0,3,0,3,17,0.03333333333333333,0.1,0.7666666666666667,0.3333333333333333,0.0,0.03333333333333333,0.0,0.8666666666666667,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.2,0.3333333333333333,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok32/2026-04-27_19-36-48_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix05,mix05,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56703.0,240.0,17.0,1.0,17.0,14.0,1,0,0,0,1,14,0.03333333333333333,0.0,0.5666666666666667,0.13333333333333333,0.0,0.0,0.03333333333333333,0.8666666666666667,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.13333333333333333,0.7,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok32/2026-04-27_19-36-48_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix05,mix05,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56769.0,240.0,5.0,0.0,5.0,5.0,0,0,0,0,0,5,0.0,0.0,0.16666666666666666,0.3,0.1,0.0,0.0,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.3333333333333333,0.3,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok32/2026-04-27_19-36-48_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix05,mix05,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,55884.0,240.0,16.0,0.0,16.0,13.0,1,0,0,0,2,13,0.03333333333333333,0.0,0.5333333333333333,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.8666666666666667,0.23333333333333334,0.23333333333333334,0.7666666666666667,0.13333333333333333,0.5333333333333333,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok64/2026-04-27_19-42-31_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix05,mix05,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56305.0,240.0,27.0,1.0,27.0,18.0,3,0,0,0,4,18,0.1,0.0,0.9,0.3333333333333333,0.0,0.26666666666666666,0.03333333333333333,0.8666666666666667,0.43333333333333335,0.43333333333333335,0.5666666666666667,0.26666666666666666,0.5666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok64/2026-04-27_19-42-31_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix05,mix05,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56757.0,240.0,28.0,1.0,28.0,16.0,3,0,3,0,5,16,0.1,0.1,0.9333333333333333,0.26666666666666666,0.0,0.16666666666666666,0.13333333333333333,0.8666666666666667,0.3,0.3,0.7,0.3,0.3,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok64/2026-04-27_19-42-31_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix05,mix05,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56474.0,240.0,25.0,1.0,25.0,19.0,2,0,0,0,1,19,0.06666666666666667,0.0,0.8333333333333334,0.23333333333333334,0.0,0.16666666666666666,0.06666666666666667,0.8666666666666667,0.36666666666666664,0.36666666666666664,0.6333333333333333,0.16666666666666666,0.4666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok8/2026-04-27_19-29-36_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix05,mix05,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,55077.0,240.0,19.0,0.0,19.0,13.0,2,0,0,1,4,13,0.06666666666666667,0.0,0.6333333333333333,0.06666666666666667,0.0,0.0,0.16666666666666666,0.8666666666666667,0.23333333333333334,0.23333333333333334,0.7666666666666667,0.13333333333333333,0.43333333333333335,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok8/2026-04-27_19-29-36_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix05,mix05,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,54813.0,240.0,27.0,1.0,27.0,12.0,5,0,0,1,6,12,0.16666666666666666,0.0,0.9,0.06666666666666667,0.0,0.03333333333333333,0.1,0.8666666666666667,0.2,0.2,0.8,0.2,0.43333333333333335,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon05/ttc_rtok8/2026-04-27_19-29-36_react_ttc_monitored_Falcon05/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix05,mix05,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,54704.0,240.0,31.0,1.0,31.0,14.0,5,0,2,1,5,14,0.16666666666666666,0.06666666666666667,1.0333333333333334,0.03333333333333333,0.0,0.0,0.16666666666666666,0.8666666666666667,0.23333333333333334,0.2,0.7666666666666667,0.16666666666666666,0.43333333333333335,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/react_baseline/2026-04-28_12-34-55_react_alfworld_public_exact_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,50238.0,1920.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.8666666666666667,0.0,0.0,1.0,0.8666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/react_baseline/2026-04-28_13-05-57_react_alfworld_public_exact_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,50302.0,1920.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.8666666666666667,0.0,0.0,1.0,0.9,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/react_baseline/2026-04-28_13-05-57_react_alfworld_public_exact_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,50302.0,1920.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.8666666666666667,0.0,0.0,1.0,0.9,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/react_baseline/2026-04-28_13-05-57_react_alfworld_public_exact_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,50302.0,1920.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.8666666666666667,0.0,0.0,1.0,0.9,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok128/2026-04-28_13-35-07_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56615.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok128/2026-04-28_13-35-07_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56630.0,240.0,27.0,1.0,27.0,27.0,0,0,0,0,1,27,0.0,0.0,0.9,0.8,0.0,0.8,0.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.8333333333333334,0.2,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok128/2026-04-28_13-35-07_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,30.0,56603.0,240.0,28.0,1.0,28.0,28.0,0,0,0,0,1,28,0.0,0.0,0.9333333333333333,0.9,0.0,0.9,0.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.9333333333333333,0.1,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok16/2026-04-28_13-16-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53653.0,240.0,16.0,1.0,16.0,16.0,0,0,0,0,12,16,0.0,0.0,0.5333333333333333,0.7333333333333333,0.2,0.4,0.0,0.8666666666666667,0.8,0.5,0.2,0.4666666666666667,0.2,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok16/2026-04-28_13-16-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53246.0,240.0,29.0,1.0,29.0,26.0,1,0,0,0,2,26,0.03333333333333333,0.0,0.9666666666666667,0.8666666666666667,0.0,0.8333333333333334,0.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.13333333333333333,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok16/2026-04-28_13-16-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53470.0,240.0,27.0,1.0,27.0,24.0,1,0,0,0,2,24,0.03333333333333333,0.0,0.9,0.6666666666666666,0.0,0.6333333333333333,0.0,0.8666666666666667,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.6333333333333333,0.3333333333333333,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok256/2026-04-28_13-50-46_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,30.0,60495.0,240.0,27.0,1.0,27.0,27.0,0,0,0,0,2,27,0.0,0.0,0.9,0.9,0.0,0.8666666666666667,0.0,0.8666666666666667,0.9,0.9,0.1,0.9,0.1,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok256/2026-04-28_13-50-46_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,30.0,60405.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok256/2026-04-28_13-50-46_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,30.0,60303.0,240.0,22.0,1.0,22.0,22.0,0,0,0,0,7,22,0.0,0.0,0.7333333333333333,0.8666666666666667,0.0,0.7,0.0,0.8666666666666667,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.7333333333333333,0.1,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok32/2026-04-28_13-20-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53789.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok32/2026-04-28_13-20-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53856.0,240.0,27.0,1.0,27.0,27.0,0,0,0,0,0,27,0.0,0.0,0.9,0.8,0.0,0.8,0.0,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.2,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok32/2026-04-28_13-20-25_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53789.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok64/2026-04-28_13-26-09_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,54668.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok64/2026-04-28_13-26-09_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,54690.0,240.0,27.0,1.0,27.0,27.0,0,0,0,0,2,27,0.0,0.0,0.9,0.9,0.0,0.8666666666666667,0.0,0.8666666666666667,0.9333333333333333,0.9,0.06666666666666667,0.9,0.1,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok64/2026-04-28_13-26-09_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,30.0,54719.0,240.0,29.0,1.0,29.0,29.0,0,0,0,0,0,29,0.0,0.0,0.9666666666666667,0.9333333333333333,0.0,0.9333333333333333,0.0,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.06666666666666667,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok8/2026-04-28_13-13-14_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix10,mix10,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,52533.0,240.0,27.0,1.0,27.0,27.0,0,0,0,0,2,27,0.0,0.0,0.9,0.9,0.0,0.8666666666666667,0.0,0.8666666666666667,0.9,0.9,0.1,0.9,0.1,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok8/2026-04-28_13-13-14_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix10,mix10,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,52998.0,240.0,26.0,1.0,26.0,26.0,0,0,0,0,1,26,0.0,0.0,0.8666666666666667,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.16666666666666666,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon10/ttc_rtok8/2026-04-28_13-13-14_react_ttc_monitored_Falcon10/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix10,mix10,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,30.0,53505.0,240.0,28.0,1.0,28.0,28.0,0,0,0,0,0,28,0.0,0.0,0.9333333333333333,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8666666666666667,0.9,0.9,0.1,0.8666666666666667,0.16666666666666666,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon50/react_baseline/2026-04-28_15-15-50_react_alfworld_public_exact_Falcon50/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix50,mix50,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,51289.0,1839.0,3.0,0.0,3.0,3.0,0,0,0,0,0,3,0.0,0.0,0.1,0.6333333333333333,0.36666666666666664,0.0,0.0,0.8666666666666667,0.03333333333333333,0.03333333333333333,0.9666666666666667,0.7,0.26666666666666666,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon50/react_baseline/2026-04-28_15-15-50_react_alfworld_public_exact_Falcon50/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,FalconMix50,mix50,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,50358.0,1879.0,5.0,0.0,5.0,5.0,0,0,0,0,0,5,0.0,0.0,0.16666666666666666,0.6333333333333333,0.5333333333333333,0.0,0.0,0.8666666666666667,0.1,0.1,0.9,0.7333333333333333,0.26666666666666666,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon50/react_baseline/2026-04-28_15-15-50_react_alfworld_public_exact_Falcon50/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,FalconMix50,mix50,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,30.0,49823.0,1879.0,11.0,0.0,11.0,11.0,0,0,0,0,0,11,0.0,0.0,0.36666666666666664,0.5333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.8666666666666667,0.3,0.3,0.7,0.5,0.3,1.0,0.0,30.0,0.0,0.0
runs_paper_eval_clean/Falcon50/ttc_rtok128/2026-04-28_15-42-11_react_ttc_monitored_Falcon50/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,FalconMix50,mix50,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,30.0,55886.0,220.0,20.0,1.0,20.0,20.0,0,0,0,0,8,20,0.0,0.0,0.6666666666666666,0.7,0.13333333333333333,0.5,0.0,0.8666666666666667,0.7666666666666667,0.6,0.23333333333333334,0.5666666666666667,0.23333333333333334,1.0,0.0,30.0,0.0,0.0
