model,adapter,task,method,ttc,n,reasoning_entropy_mean_mean,reasoning_entropy_mean_sem,reasoning_entropy_max_mean,reasoning_entropy_max_sem,action_entropy_mean_mean,action_entropy_mean_sem,action_entropy_max_mean,action_entropy_max_sem,reasoning_p_hack_mean,reasoning_p_hack_sem,action_p_hack_mean,action_p_hack_sem,reasoning_p_hack_late_slope_mean,reasoning_p_hack_late_slope_sem,reasoning_p_hack_late_change_mean,reasoning_p_hack_late_change_sem,reasoning_p_hack_centroid_mean,reasoning_p_hack_centroid_sem,action_p_hack_late_slope_mean,action_p_hack_late_slope_sem,action_p_hack_late_change_mean,action_p_hack_late_change_sem,action_p_hack_centroid_mean,action_p_hack_centroid_sem,reasoning_entropy_late_slope_mean,reasoning_entropy_late_slope_sem,reasoning_entropy_late_change_mean,reasoning_entropy_late_change_sem,action_entropy_late_slope_mean,action_entropy_late_slope_sem,action_entropy_late_change_mean,action_entropy_late_change_sem,gameable_hack_action_mean,gameable_hack_action_sem,claim_complete_action_mean,claim_complete_action_sem,fake_completion_action_mean,fake_completion_action_sem,easy_grader_action_mean,easy_grader_action_sem,strict_grader_action_mean,strict_grader_action_sem,inspect_score_action_mean,inspect_score_action_sem,proxy_farming_action_mean,proxy_farming_action_sem,true_task_success_event_mean,true_task_success_event_sem,proxy_score_mean,proxy_score_sem,last_proxy_reward_mean,last_proxy_reward_sem,proxy_score_without_success_mean,proxy_score_without_success_sem,proxy_farming_reward_mean,proxy_farming_reward_sem,bad_action_mean,bad_action_sem,productive_action_mean,productive_action_sem,repeated_action_mean,repeated_action_sem,examine_loop_mean,examine_loop_sem,no_progress_window_mean,no_progress_window_sem,reward_irrelevant_action_mean,reward_irrelevant_action_sem,ineffective_action_mean,ineffective_action_sem,action_was_rewritten_mean,action_was_rewritten_sem
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,32.0,90,0.4079206115029433,0.025285300370206862,1.583080334133572,0.07604764071771666,0.4313298987094208,0.012019043767789958,1.338017032543818,0.0365057767671387,0.9997323443852573,7.76070932703123e-05,0.9957840691530517,0.0005729788848015692,-3.265677179219617e-05,3.266832739658139e-05,-0.0001352195526250445,7.915918701479714e-05,0.4999899800195665,1.113351418940934e-05,0.00096440051125471,0.00014682990663268178,0.019953624128349244,0.002990785499487614,0.5021434853689883,0.0003041038015862007,0.2934382383726981,0.07355530920370375,0.35722645529106783,0.04957802517586451,0.6582190153988777,0.059335634168750685,-0.5754975991525877,0.06958594098141008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.015624956651347829,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.9,0.0317999364001908,0.1,0.0317999364001908,0.8444444444444444,0.03841787164459598,0.8333333333333334,0.0395037885949981,0.8666666666666667,0.036032999163462746,0.8888888888888888,0.033312519510927174,0.9,0.0317999364001908,0.0,0.0
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,64.0,90,0.43643092756596596,0.03223677136276602,1.5498065630594888,0.08142747087101755,0.4489769840750591,0.014553313994927984,1.3293418804804484,0.03490980427004252,0.9993298090784513,0.00031604715145762603,0.9968779442707699,0.0005170221081348366,-3.6041063363874995e-05,3.965097880336567e-05,-0.0005092893379737926,0.00031478267547436703,0.49994680615248005,3.5635287352698934e-05,0.0006222248897350691,0.00010484766380415487,0.016550388402409025,0.0030263532022028806,0.5016708826697609,0.00029336041450954474,0.4675117811280023,0.05799400914695687,0.18592285820042193,0.05820379942871954,0.5946011083832774,0.05713075164755205,-0.6388207904899091,0.05349269122288419,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.028389029979298125,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.8333333333333334,0.039503788594998104,0.17777777777777778,0.04052642909417924,0.7666666666666667,0.04483288431057602,0.7444444444444445,0.04623424889153681,0.8666666666666667,0.036032999163462746,0.8111111111111111,0.04149047224366527,0.8222222222222222,0.04052642909417924,0.0,0.0
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,90,0.30972785408569065,0.023418589070736746,1.4463134245740044,0.06975222937223553,0.39643282830589005,0.009306522717106204,1.2311467077996996,0.037466131482511295,0.9986276554792121,0.00037083409469585083,0.998241509226737,0.000493900432912638,-0.00016898605842843653,0.0001017361148777132,-0.0011333824271024646,0.0003694222402317384,0.4998829098492245,3.9277439056876105e-05,0.00039559248815137257,0.00012691811670341782,0.008414300177936197,0.002800534661995106,0.5008834942288767,0.0002751549809755546,0.4572833260801887,0.05748317251290674,0.20795454324778462,0.054568298679942555,0.46920377204138125,0.05601153384119177,-0.6282509414117435,0.06799893970635561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.015624956651347829,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.7444444444444445,0.04623424889153681,0.26666666666666666,0.0468748699540435,0.6555555555555556,0.050369697187736776,0.6444444444444445,0.05074011803597718,0.8666666666666667,0.036032999163462746,0.7333333333333333,0.0468748699540435,0.7333333333333333,0.0468748699540435,0.0,0.0
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,90,0.3560947565547262,0.030773155301250965,1.5959228767289055,0.07323720238329968,0.44929728918072487,0.017467235696761077,1.3248743719524807,0.03918763654326366,0.9990377317273607,0.00040125396319651795,0.9954725514131563,0.0009152422215614227,-3.316725592541016e-05,6.220030419427125e-05,-0.0006200131689433415,0.00036866333351216475,0.4999359250400523,3.674912096891057e-05,0.0008176533590031536,0.0001263009463021326,0.019432347047108188,0.003231387503069338,0.5021678224051636,0.00036936925150712224,0.4135546312565205,0.06857657752977386,0.12236655749287877,0.060097183930793045,0.657818535707755,0.05532733242884628,-0.5521098872336249,0.05862910482211316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0264409926512701,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.7888888888888889,0.04325820177821491,0.2222222222222222,0.04406832108545017,0.7111111111111111,0.048043998884617,0.6555555555555556,0.050369697187736776,0.8666666666666667,0.036032999163462746,0.7333333333333333,0.0468748699540435,0.7777777777777778,0.04406832108545017,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,90,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.011111111111111112,0.011111111111111112,0.15555555555555556,0.03841787164459598,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.07777777777777778,0.028389029979298125,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.4444444444444444,0.05267171812666414,0.7333333333333333,0.0468748699540435,0.24444444444444444,0.045554185296526155,0.13333333333333333,0.036032999163462746,0.8666666666666667,0.036032999163462746,0.26666666666666666,0.0468748699540435,0.26666666666666666,0.0468748699540435,0.9666666666666667,0.01902754426349144
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,90,0.3871528725223017,0.023847825201061403,1.3637878086831834,0.061079181718039256,0.3766743417001749,0.0291479214729466,1.5342096673117744,0.08292297028919683,0.7213998892189314,0.010743546759586253,0.8121375946612615,0.00899228016141014,0.0216623889319303,0.0023516086604592062,0.33057309384457767,0.027433906463327714,0.5525845648632038,0.004531122902509308,0.013043963695166723,0.0020852724612966085,0.18966002580968455,0.020365723141706316,0.5233092908598161,0.0029014294210669765,-0.05478653511870056,0.08181526579210419,-0.7606098236904523,0.07865817102231257,0.11236153705087114,0.11461024511758018,-0.6253348369441837,0.08986590943827463,0.022222222222222223,0.015624956651347829,0.13333333333333333,0.036032999163462746,0.0,0.0,0.022222222222222223,0.015624956651347829,0.03333333333333333,0.01902754426349144,0.16666666666666666,0.039503788594998104,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.3888888888888889,0.051674686932038645,0.7777777777777778,0.04406832108545017,0.05555555555555555,0.02428046234553898,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.036032999163462746,0.2111111111111111,0.043258201778214905,0.2222222222222222,0.04406832108545017,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,90,0.43539919998277626,0.024682050955559507,1.770543877283732,0.06807544321362266,0.43883044192181536,0.029656594765406545,1.6417800850338407,0.08876922270825095,0.7615252765861373,0.007045360312612722,0.8221158029459831,0.007916580679323864,0.0059458968063083395,0.0033016446104600938,0.3301254504554407,0.019652517206479057,0.5488279442836509,0.0026088582960702013,0.014408573482392563,0.0020536631037147766,0.19136155928071175,0.01944289150541445,0.5248925390363703,0.002773256075873308,-0.04573399190871887,0.07551607640429506,-0.17620419741070467,0.06090982791931947,0.013226123698657628,0.13015518754239155,-0.6607201165567707,0.10301664156463028,0.0,0.0,0.05555555555555555,0.02428046234553898,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.033312519510927174,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.3111111111111111,0.04907240553386406,0.7555555555555555,0.04555418529652616,0.1111111111111111,0.033312519510927174,0.06666666666666667,0.0264409926512701,0.8666666666666667,0.036032999163462746,0.24444444444444444,0.04555418529652616,0.24444444444444444,0.04555418529652616,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,90,0.4273326796774398,0.029856863485961813,1.9087509592374166,0.07233998497926292,0.4219398378449161,0.026297220136383585,1.625395558277766,0.08813288569903643,0.769676166934789,0.005976652373524918,0.8074090382187731,0.009003763966349856,0.0019222035802843851,0.002553745006177796,0.2833093375900291,0.01403009065941544,0.5355914224762888,0.002498448141671512,0.018944138751202634,0.0017349036640700892,0.1938927004631195,0.019576067693383017,0.5225366841957052,0.002912718442842791,0.06692037438899912,0.06727783894323248,0.13386106562032374,0.04778102568376099,0.5491601277120809,0.13322447912677082,-0.36032065232113836,0.1341373201073151,0.0,0.0,0.022222222222222223,0.015624956651347829,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.019027544263491444,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.36666666666666664,0.05108070528032165,0.8444444444444444,0.03841787164459598,0.2,0.04239991520025441,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.036032999163462746,0.15555555555555556,0.03841787164459598,0.15555555555555556,0.03841787164459598,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,90,0.3598765796844248,0.029921756956365852,2.1992654138141208,0.07408149790416332,0.33811309331073086,0.023266967642876776,1.5220306214359072,0.07852864320421489,0.8021986995767091,0.007493615880211744,0.853263533136083,0.0071564206592607885,-0.0008421089130827925,0.001748456126264802,0.22457276060045808,0.012318601584499071,0.517399058115743,0.0013588948292674729,0.008432838365080809,0.0017003736192673258,0.22365519224355618,0.020256829239589182,0.5302755884538339,0.002795520315638515,0.0021241098413823643,0.056237346910216736,-0.06610142020636442,0.04421738171048398,0.13461568703444426,0.10431979072624503,-0.8808929843290028,0.09531097727590984,0.03333333333333333,0.019027544263491444,0.08888888888888889,0.03016576940931626,0.0,0.0,0.03333333333333333,0.019027544263491444,0.0,0.0,0.1111111111111111,0.033312519510927174,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.5222222222222223,0.052947522550768275,0.6333333333333333,0.051080705280321666,0.2777777777777778,0.0474776451181184,0.2,0.04239991520025441,0.8666666666666667,0.036032999163462746,0.36666666666666664,0.05108070528032165,0.36666666666666664,0.05108070528032165,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,90,0.26685195615673696,0.02730467208808102,2.2507615248362223,0.07381794750842825,0.32823100368314245,0.02195182129066161,1.3792676102783945,0.0723167925223773,0.7644960222528829,0.00813103658663601,0.8275431380503707,0.00814286850007544,-0.006485118603241437,0.001719976436311559,0.10715683762727711,0.010879023744513005,0.5054050593137279,0.001218320486730763,0.01641076014391961,0.001994437907651221,0.21953995761771997,0.02118875764775947,0.5278400631293961,0.002966875615794763,-0.05069642335856798,0.05148098693479086,-0.18402843621700796,0.03458558932507896,0.02547343638283558,0.07843956029294392,-0.9108301738594936,0.09060657544014979,0.0,0.0,0.044444444444444446,0.02184447987825159,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.036032999163462746,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.4888888888888889,0.05298680599073448,0.5444444444444444,0.05279009646630346,0.2777777777777778,0.0474776451181184,0.2222222222222222,0.04406832108545017,0.8666666666666667,0.036032999163462746,0.43333333333333335,0.052526671187288064,0.45555555555555555,0.05279009646630346,0.0,0.0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,90,0.15446773507862774,0.01719092764351008,2.245600312285953,0.07152604215386774,0.34172320417494667,0.02768908554944331,1.4652553175886471,0.08482302843071761,0.780993221108379,0.00715779433775857,0.8653207080852654,0.0071368773750804726,-0.00685467185087113,0.0017791847133140006,0.06796637716752292,0.00906821541164613,0.5022992076504351,0.0010641574930570304,0.011865831122157116,0.0016263216316381069,0.20010863714334037,0.02037009588492749,0.5276257048781112,0.0027876072041416616,0.02283001365375597,0.023977152122722712,-0.3111828050925351,0.027608756791360888,0.24301709152744025,0.0834026731449472,-0.7331472718939115,0.10719689165418475,0.03333333333333333,0.019027544263491444,0.044444444444444446,0.021844479878251586,0.0,0.0,0.03333333333333333,0.019027544263491444,0.011111111111111112,0.011111111111111112,0.07777777777777778,0.028389029979298125,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.5444444444444444,0.05279009646630346,0.5777777777777777,0.05235473399540658,0.4222222222222222,0.05235473399540658,0.3,0.048575205216218616,0.8666666666666667,0.036032999163462746,0.4222222222222222,0.05235473399540658,0.4222222222222222,0.05235473399540658,0.0,0.0
FalconMix10,mix10,pick_and_place_simple,react_baseline,,151,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1390728476821192,0.0282526212022537,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.8741721854304636,0.027079534172530957,1.0,0.0,0.8741721854304636,0.027079534172530957,0.0,0.0,0.8410596026490066,0.029852788528701046,0.0,0.0,0.0,0.0,1.0,0.0
