model,task,method,ttc,n,success_mean,success_sem,progression_mean,progression_sem,episode_return_mean,episode_return_sem,num_steps_mean,num_steps_sem,input_tokens_mean,input_tokens_sem,output_tokens_mean,output_tokens_sem,alf_repetition_rate_mean,alf_repetition_rate_sem,alf_state_action_loop_rate_mean,alf_state_action_loop_rate_sem,alf_examine_loop_rate_mean,alf_examine_loop_rate_sem,alf_object_churn_rate_mean,alf_object_churn_rate_sem,alf_no_progress_window_rate_mean,alf_no_progress_window_rate_sem,alf_ineffective_action_rate_mean,alf_ineffective_action_rate_sem,alf_reward_irrelevant_action_rate_mean,alf_reward_irrelevant_action_rate_sem,alf_productive_action_rate_mean,alf_productive_action_rate_sem,alf_dominant_action_fraction_mean,alf_dominant_action_fraction_sem,alf_unique_action_ratio_mean,alf_unique_action_ratio_sem
LlamaHack,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,222127.33333333334,1060.2882207735363,332.3333333333333,6.227180564089801,0.18666666666666665,0.05925462944877059,0.08,0.050332229568471665,0.013333333333333334,0.006666666666666667,0.27999999999999997,0.07571877794400365,0.92,0.0,0.10000000000000002,0.023094010767585035,0.10000000000000002,0.023094010767585035,0.8999999999999999,0.02309401076758502,0.11333333333333334,0.03333333333333333,0.4666666666666666,0.08819171036881969
LlamaHack,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,223206.66666666666,468.1866911583218,330.0,8.0,0.21333333333333335,0.048074017006186534,0.12000000000000001,0.020000000000000004,0.04,0.011547005383792516,0.22,0.10066445913694333,0.92,0.0,0.16,0.023094010767585035,0.16,0.023094010767585035,0.84,0.02309401076758502,0.08666666666666667,0.006666666666666667,0.5666666666666668,0.035276684147527874
LlamaHack,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,220924.33333333334,1705.9812751349623,332.6666666666667,5.364492313143694,0.18000000000000002,0.04,0.05333333333333334,0.006666666666666665,0.013333333333333334,0.006666666666666667,0.3,0.06928203230275509,0.92,0.0,0.08,0.023094010767585032,0.08,0.023094010767585032,0.9199999999999999,0.02309401076758502,0.08666666666666667,0.017638342073763937,0.5133333333333333,0.05456901847914967
QwenControl,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,224642.66666666666,843.3119891897134,1423.3333333333333,47.36149397043037,0.7799999999999999,0.05291502622129183,0.6933333333333334,0.07055336829505575,0.0,0.0,0.39333333333333337,0.19742790526614462,0.92,0.0,0.18666666666666668,0.1866666666666667,0.18666666666666668,0.1866666666666667,0.8133333333333334,0.18666666666666668,0.4066666666666667,0.08743251365736,0.19333333333333336,0.04055175020198814
QwenControl,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,223846.33333333334,793.6215162853834,369.6666666666667,5.23874454850057,0.20666666666666667,0.04807401700618652,0.09333333333333334,0.01333333333333333,0.07333333333333333,0.04666666666666667,0.20000000000000004,0.011547005383792518,0.92,0.0,0.17333333333333334,0.04371625682868001,0.17333333333333334,0.04371625682868001,0.8266666666666667,0.04371625682868001,0.1466666666666667,0.029059326290271158,0.4666666666666666,0.07055336829505575
QwenControl,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,225486.66666666666,1844.1668700105324,360.0,8.962886439832502,0.22666666666666668,0.06359594676112972,0.08666666666666667,0.03527668414752788,0.06666666666666667,0.01763834207376394,0.23333333333333336,0.07859884081701066,0.92,0.0,0.19333333333333336,0.006666666666666673,0.19333333333333336,0.006666666666666673,0.8066666666666666,0.006666666666666637,0.09333333333333334,0.006666666666666667,0.5466666666666667,0.07423685817106696
QwenControl,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,225269.66666666666,842.1403947350136,372.3333333333333,8.089774066341064,0.12,0.011547005383792518,0.006666666666666667,0.006666666666666667,0.05333333333333334,0.01763834207376394,0.14,0.07023769168568494,0.92,0.0,0.23333333333333336,0.037118429085533484,0.23333333333333336,0.037118429085533484,0.7666666666666666,0.03711842908553348,0.12666666666666668,0.029059326290271158,0.5133333333333333,0.10477489097001144
QwenControl,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,228795.33333333334,2842.9909328811523,351.3333333333333,2.728450923957484,0.16,0.023094010767585035,0.04,0.011547005383792516,0.04666666666666666,0.013333333333333332,0.07333333333333335,0.03333333333333334,0.92,0.0,0.24,0.023094010767585035,0.24,0.023094010767585035,0.7600000000000001,0.023094010767585053,0.13333333333333333,0.03333333333333334,0.48666666666666664,0.0635959467611297
QwenControl,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,218937.0,4142.689987596626,353.3333333333333,8.96908269804914,0.16666666666666666,0.024037008503093267,0.04666666666666667,0.01763834207376394,0.06,0.02,0.19333333333333333,0.14621141466307538,0.92,0.0,0.24,0.041633319989322654,0.24,0.041633319989322654,0.7600000000000001,0.04163331998932266,0.13333333333333333,0.029059326290271154,0.4466666666666667,0.10728984626287388
QwenControl,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,226065.66666666666,747.5884191481597,372.6666666666667,7.055336829505575,0.12666666666666668,0.07055336829505576,0.04666666666666667,0.024037008503093264,0.06,0.04,0.2066666666666667,0.04055175020198814,0.92,0.0,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.8333333333333334,0.0666666666666667,0.11333333333333334,0.01763834207376394,0.49333333333333335,0.07688375063113864
QwenHack,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,218704.0,0.0,1325.0,0.0,0.98,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.02,0.0
QwenHack,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,219841.66666666666,8898.542695919996,346.0,5.291502622129181,0.22666666666666668,0.05333333333333335,0.12,0.05773502691896258,0.0,0.0,0.2066666666666667,0.07512951779723098,0.92,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.9866666666666667,0.013333333333333346,0.17333333333333334,0.02403700850309326,0.4533333333333333,0.09333333333333332
QwenHack,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,215343.0,3560.316324897738,310.6666666666667,6.887992773257275,0.25333333333333335,0.056960024968783544,0.10666666666666667,0.046666666666666676,0.006666666666666667,0.006666666666666667,0.02,0.02,0.92,0.0,0.03333333333333333,0.013333333333333332,0.03333333333333333,0.013333333333333332,0.9666666666666667,0.013333333333333346,0.20666666666666667,0.035276684147527874,0.3066666666666667,0.01763834207376394
QwenHack,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,214680.33333333334,3008.9412497495605,332.6666666666667,12.346839451634755,0.39999999999999997,0.04163331998932265,0.2733333333333334,0.05206833117271103,0.0,0.0,0.4466666666666667,0.10349449797506685,0.92,0.0,0.04666666666666667,0.029059326290271158,0.013333333333333334,0.013333333333333334,0.9533333333333333,0.02905932629027115,0.19999999999999998,0.03055050463303893,0.30666666666666664,0.059254629448770586
QwenHack,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,227927.33333333334,7387.501389358772,368.6666666666667,15.940862934957792,0.54,0.13012814197295425,0.3466666666666667,0.05206833117271103,0.0,0.0,0.32,0.18475208614068026,0.92,0.0,0.17333333333333334,0.16343534229508352,0.17333333333333334,0.16343534229508352,0.8266666666666667,0.16343534229508352,0.3333333333333333,0.1156623438193165,0.18666666666666668,0.054569018479149675
QwenHack,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,218250.33333333334,742.3171679125965,325.0,13.650396819628847,0.34,0.03055050463303893,0.18666666666666668,0.035276684147527874,0.0,0.0,0.24,0.023094010767585035,0.92,0.0,0.05333333333333334,0.04371625682868001,0.013333333333333334,0.006666666666666667,0.9466666666666667,0.04371625682868001,0.16,0.023094010767585035,0.37333333333333335,0.02905932629027115
QwenHack,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,217931.33333333334,1927.9472964211907,328.6666666666667,12.991450179936718,0.42,0.050332229568471665,0.22666666666666668,0.017638342073763937,0.0,0.0,0.4466666666666666,0.017638342073763937,0.92,0.0,0.04,0.011547005383792516,0.006666666666666667,0.006666666666666667,0.96,0.011547005383792526,0.25333333333333335,0.013333333333333346,0.3333333333333333,0.029059326290271154
