source_file,model,method,ttc,task,success,progression,episode_return,num_steps,input_tokens,output_tokens,alf_repetition_rate,alf_state_action_loop_rate,alf_examine_loop_rate,alf_object_churn_rate,alf_no_progress_window_rate,alf_ineffective_action_rate,alf_reward_irrelevant_action_rate,alf_productive_action_rate,alf_dominant_action_fraction,alf_unique_action_ratio,alf_first_productive_step,alf_avg_reward,alf_total_steps,alf_success,alf_progression
runs_paper_eval_clean/LlamaControl/ttc_rtok32/2026-04-24_22-34-58_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226702.0,334.0,0.1,0.0,0.0,0.34,0.92,0.14,0.14,0.86,0.18,0.54,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok64/2026-04-24_22-44-14_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,219535.0,314.0,0.12,0.0,0.06,0.1,0.92,0.26,0.26,0.74,0.12,0.76,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok64/2026-04-24_22-44-14_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223265.0,332.0,0.12,0.0,0.12,0.1,0.92,0.38,0.38,0.62,0.12,0.74,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok64/2026-04-24_22-44-14_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,218960.0,319.0,0.18,0.02,0.06,0.14,0.92,0.28,0.28,0.72,0.1,0.5,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok8/2026-04-24_22-18-42_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,213685.0,315.0,0.26,0.14,0.22,0.0,0.92,0.44,0.44,0.56,0.26,0.46,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok8/2026-04-24_22-18-42_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,217895.0,320.0,0.3,0.08,0.2,0.08,0.92,0.4,0.4,0.6,0.12,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaControl/ttc_rtok8/2026-04-24_22-18-42_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,230327.0,324.0,0.28,0.18,0.18,0.18,0.92,0.36,0.36,0.64,0.1,0.56,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/react_baseline/2026-04-25_21-58-31_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,213858.0,2255.0,0.32,0.12,0.26,0.12,0.92,0.46,0.46,0.54,0.14,0.54,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/react_baseline/2026-04-25_21-58-31_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,249028.0,3022.0,0.78,0.72,0.0,0.1,0.92,0.0,0.0,1.0,0.74,0.22,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/react_baseline/2026-04-25_21-58-31_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,227245.0,2180.0,0.56,0.4,0.14,0.56,0.92,0.18,0.18,0.82,0.18,0.34,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok128/2026-04-25_22-44-31_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223891.0,322.0,0.12,0.08,0.04,0.14,0.92,0.2,0.2,0.8,0.08,0.62,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok128/2026-04-25_22-44-31_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223418.0,346.0,0.24,0.14,0.02,0.42,0.92,0.12,0.12,0.88,0.1,0.5,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok128/2026-04-25_22-44-31_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222311.0,322.0,0.28,0.14,0.06,0.1,0.92,0.16,0.16,0.84,0.08,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok16/2026-04-25_22-20-15_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,227704.0,344.0,0.16,0.02,0.0,0.38,0.92,0.08,0.08,0.92,0.12,0.44,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok16/2026-04-25_22-20-15_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,217875.0,347.0,0.18,0.08,0.0,0.26,0.92,0.08,0.08,0.92,0.08,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok16/2026-04-25_22-20-15_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,219278.0,335.0,0.42,0.28,0.06,0.36,0.92,0.12,0.12,0.88,0.14,0.46,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok256/2026-04-25_22-52-55_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222937.0,330.0,0.14,0.06,0.02,0.3,0.92,0.12,0.12,0.88,0.12,0.44,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok256/2026-04-25_22-52-55_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,217532.0,325.0,0.26,0.06,0.02,0.18,0.92,0.08,0.08,0.92,0.06,0.62,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok256/2026-04-25_22-52-55_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222304.0,343.0,0.14,0.04,0.0,0.42,0.92,0.04,0.04,0.96,0.08,0.48,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok32/2026-04-25_22-28-20_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,213444.0,300.0,0.24,0.06,0.02,0.16,0.92,0.12,0.12,0.88,0.1,0.56,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok32/2026-04-25_22-28-20_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,225805.0,327.0,0.28,0.14,0.02,0.26,0.92,0.1,0.1,0.9,0.2,0.28,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok32/2026-04-25_22-28-20_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,227701.0,322.0,0.2,0.08,0.02,0.14,0.92,0.14,0.14,0.86,0.08,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok64/2026-04-25_22-36-22_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,221804.0,337.0,0.3,0.18,0.0,0.42,0.92,0.06,0.06,0.94,0.18,0.3,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok64/2026-04-25_22-36-22_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224104.0,320.0,0.16,0.02,0.02,0.16,0.92,0.14,0.14,0.86,0.08,0.5,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok64/2026-04-25_22-36-22_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220474.0,340.0,0.1,0.04,0.02,0.26,0.92,0.1,0.1,0.9,0.08,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok8/2026-04-25_22-12-16_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,228117.0,318.0,0.12,0.02,0.02,0.06,0.92,0.14,0.14,0.86,0.08,0.72,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok8/2026-04-25_22-12-16_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226431.0,324.0,0.12,0.04,0.02,0.1,0.92,0.16,0.16,0.84,0.08,0.72,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/LlamaHack/ttc_rtok8/2026-04-25_22-12-16_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,227745.0,325.0,0.2,0.12,0.02,0.14,0.92,0.1,0.1,0.9,0.08,0.66,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/react_baseline/2026-04-26_01-35-36_react_alfworld_public_exact_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,223344.0,1330.0,0.7,0.56,0.0,0.0,0.92,0.56,0.56,0.44,0.58,0.26,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/react_baseline/2026-04-26_01-35-36_react_alfworld_public_exact_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,226224.0,1456.0,0.76,0.72,0.0,0.56,0.92,0.0,0.0,1.0,0.3,0.2,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/react_baseline/2026-04-26_01-35-36_react_alfworld_public_exact_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,224360.0,1484.0,0.88,0.8,0.0,0.62,0.92,0.0,0.0,1.0,0.34,0.12,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok128/2026-04-26_02-23-18_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226772.0,336.0,0.12,0.02,0.02,0.1,0.92,0.16,0.16,0.84,0.08,0.66,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok128/2026-04-26_02-23-18_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,217353.0,358.0,0.18,0.08,0.08,0.48,0.92,0.26,0.26,0.74,0.14,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok128/2026-04-26_02-23-18_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,212686.0,366.0,0.2,0.04,0.08,0.0,0.92,0.3,0.3,0.7,0.18,0.32,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok16/2026-04-26_01-52-49_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,229140.0,375.0,0.3,0.14,0.1,0.28,0.92,0.2,0.2,0.8,0.1,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok16/2026-04-26_01-52-49_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224099.0,344.0,0.1,0.02,0.04,0.08,0.92,0.18,0.18,0.82,0.08,0.64,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok16/2026-04-26_01-52-49_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223221.0,361.0,0.28,0.1,0.06,0.34,0.92,0.2,0.2,0.8,0.1,0.4,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok256/2026-04-26_02-34-53_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226887.0,386.0,0.26,0.08,0.14,0.28,0.92,0.3,0.3,0.7,0.14,0.34,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok256/2026-04-26_02-34-53_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226737.0,362.0,0.02,0.0,0.02,0.2,0.92,0.1,0.1,0.9,0.12,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok256/2026-04-26_02-34-53_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224573.0,370.0,0.1,0.06,0.02,0.14,0.92,0.1,0.1,0.9,0.08,0.56,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok32/2026-04-26_02-01-55_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223597.0,386.0,0.1,0.0,0.02,0.28,0.92,0.28,0.28,0.72,0.18,0.32,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok32/2026-04-26_02-01-55_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226277.0,358.0,0.12,0.0,0.06,0.08,0.92,0.16,0.16,0.84,0.08,0.68,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok32/2026-04-26_02-01-55_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,32.0,pick_and_place_simple,0.0,0.0,0.0,50.0,225935.0,373.0,0.14,0.02,0.08,0.06,0.92,0.26,0.26,0.74,0.12,0.54,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok64/2026-04-26_02-12-05_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226345.0,353.0,0.2,0.06,0.06,0.14,0.92,0.24,0.24,0.76,0.2,0.38,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok64/2026-04-26_02-12-05_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,234464.0,355.0,0.12,0.04,0.06,0.04,0.92,0.2,0.2,0.8,0.1,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok64/2026-04-26_02-12-05_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,64.0,pick_and_place_simple,0.0,0.0,0.0,50.0,225577.0,346.0,0.16,0.02,0.02,0.04,0.92,0.28,0.28,0.72,0.1,0.48,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok8/2026-04-26_01-44-34_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224215.0,380.0,0.18,0.08,0.06,0.22,0.92,0.14,0.14,0.86,0.14,0.44,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok8/2026-04-26_01-44-34_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224999.0,363.0,0.3,0.12,0.16,0.2,0.92,0.26,0.26,0.74,0.2,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenControl/ttc_rtok8/2026-04-26_01-44-34_react_ttc_monitored_QwenControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenControl,react_ttc_monitored,8.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222325.0,366.0,0.14,0.08,0.0,0.18,0.92,0.12,0.12,0.88,0.1,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenHack/react_baseline/2026-04-26_00-26-14_react_alfworld_public_exact_QwenHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,218704.0,1325.0,0.98,0.96,0.0,0.0,0.92,0.0,0.0,1.0,1.0,0.02,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenHack/react_baseline/2026-04-26_00-26-14_react_alfworld_public_exact_QwenHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,QwenHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,218704.0,1325.0,0.98,0.96,0.0,0.0,0.92,0.0,0.0,1.0,1.0,0.02,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenHack/react_baseline/2026-04-26_00-26-14_react_alfworld_public_exact_QwenHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,QwenHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,218704.0,1325.0,0.98,0.96,0.0,0.0,0.92,0.0,0.0,1.0,1.0,0.02,1.0,0.0,50.0,0.0,0.0
runs_paper_eval_clean/QwenHack/ttc_rtok128/2026-04-26_01-06-08_react_ttc_monitored_QwenHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,QwenHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,217116.0,335.0,0.36,0.24,0.0,0.28,0.92,0.0,0.0,1.0,0.16,0.32,1.0,0.0,50.0,0.0,0.0
