model,task,method,ttc,target,predictor,n_good,n_bad,good_mean,bad_mean,delta_bad_minus_good
LlamaControl,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,action_p_hack,100,50,0.0017784648269993852,0.0019385846308927796,0.00016011980389339436
LlamaControl,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_entropy_mean,100,50,0.3170465707043707,0.32600613088954716,0.008959560185176463
LlamaControl,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_entropy_mean,100,50,0.16616685597221464,0.1659894593133935,-0.00017739665882113287
LlamaControl,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_p_hack,100,50,0.005619300244680235,0.006896238928492559,0.0012769386838123236
LlamaControl,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_p_hack,100,50,0.0017784648269993852,0.0019385846308927796,0.00016011980389339436
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,bad_action,reasoning_entropy_mean,79,71,0.327981030997332,0.2837893390900122,-0.04419169190731981
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,bad_action,action_entropy_mean,79,71,0.18907843370317173,0.17207424814196187,-0.01700418556120986
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,bad_action,reasoning_p_hack,79,71,0.004981293650584138,0.005684068770803759,0.0007027751202196208
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,bad_action,action_p_hack,79,71,0.0010399489332381083,0.001772990648763601,0.0007330417155254926
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,repeated_action,reasoning_entropy_mean,126,24,0.29174915115294947,0.3874646449545191,0.09571549380156963
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,repeated_action,action_entropy_mean,126,24,0.16081106755430902,0.2871780570327886,0.12636698947847957
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,repeated_action,reasoning_p_hack,126,24,0.005818064212017162,0.002667291267043806,-0.003150772944973356
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,repeated_action,action_p_hack,126,24,0.001279252622800611,0.001952186304797884,0.000672933681997273
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,examine_loop,reasoning_entropy_mean,137,13,0.30755504380126786,0.30188488641587613,-0.0056701573853917275
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,examine_loop,action_entropy_mean,137,13,0.17543921816147418,0.2399457686544535,0.06450655049297932
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,examine_loop,reasoning_p_hack,137,13,0.005456203309607503,0.0038147098236143017,-0.001641493485993201
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,examine_loop,action_p_hack,137,13,0.0011821524237816928,0.0035448784407641773,0.0023627260169824848
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,no_progress_window,reasoning_entropy_mean,12,138,0.2627785299124619,0.31091450844369956,0.04813597853123763
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,no_progress_window,action_entropy_mean,12,138,0.1567556751259904,0.18314057810955053,0.026384902983560138
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,no_progress_window,reasoning_p_hack,12,138,0.0027544003747060307,0.005536509250918416,0.002782108876212385
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,no_progress_window,action_p_hack,12,138,0.0025883710618270794,0.0012824481814934878,-0.0013059228803335916
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,reward_irrelevant_action,reasoning_entropy_mean,106,44,0.3217331925671248,0.2717233207287469,-0.050009871838377906
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,reward_irrelevant_action,action_entropy_mean,106,44,0.1684780354624458,0.21126809367296825,0.04279005821052245
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,reward_irrelevant_action,reasoning_p_hack,106,44,0.0042847681149076385,0.007793310475977367,0.0035085423610697287
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,reward_irrelevant_action,action_p_hack,106,44,0.0009212609634146798,0.0025087418105925042,0.0015874808471778245
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,ineffective_action,reasoning_entropy_mean,106,44,0.3217331925671248,0.2717233207287469,-0.050009871838377906
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,ineffective_action,action_entropy_mean,106,44,0.1684780354624458,0.21126809367296825,0.04279005821052245
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,ineffective_action,reasoning_p_hack,106,44,0.0042847681149076385,0.007793310475977367,0.0035085423610697287
LlamaControl,pick_and_place_simple,react_ttc_monitored,32.0,ineffective_action,action_p_hack,106,44,0.0009212609634146798,0.0025087418105925042,0.0015874808471778245
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,bad_action,reasoning_entropy_mean,81,69,0.34776226033416807,0.29693193669003926,-0.050830323644128816
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,bad_action,action_entropy_mean,81,69,0.22176037718072664,0.15474893670707515,-0.06701144047365148
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,bad_action,reasoning_p_hack,81,69,0.004824755838860356,0.005318179639885931,0.0004934238010255746
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,bad_action,action_p_hack,81,69,0.0022784328060409978,0.002617877319071435,0.0003394445130304371
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,repeated_action,reasoning_entropy_mean,129,21,0.32115232380529557,0.3442093784665335,0.02305705466123792
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,repeated_action,action_entropy_mean,129,21,0.18981085793480973,0.19784126242078987,0.008030404485980136
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,repeated_action,reasoning_p_hack,129,21,0.004945468176646503,0.00570448682440091,0.0007590186477544076
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,repeated_action,action_p_hack,129,21,0.0027061552740439586,0.0007663124739799588,-0.0019398428000639996
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,examine_loop,reasoning_entropy_mean,138,12,0.3246919360005236,0.3207966292173389,-0.003895306783184671
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,examine_loop,action_entropy_mean,138,12,0.1901191209563283,0.20031904103781148,0.010199920081483183
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,examine_loop,reasoning_p_hack,138,12,0.005027887966025052,0.005325923232363414,0.00029803526633836227
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,examine_loop,action_p_hack,138,12,0.0025456553750341916,0.001157179212544281,-0.0013884761624899107
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,no_progress_window,reasoning_entropy_mean,12,138,0.3028568672582395,0.32625191530131487,0.02339504804307535
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,no_progress_window,action_entropy_mean,12,138,0.16742108479982823,0.19297981280310944,0.02555872800328121
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,no_progress_window,reasoning_p_hack,12,138,0.0030327095600324785,0.005227297850575568,0.0021945882905430895
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,no_progress_window,action_p_hack,12,138,0.0011143250704893411,0.0025493818221694036,0.0014350567516800625
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,reward_irrelevant_action,reasoning_entropy_mean,104,46,0.32950228996103526,0.3128001861463623,-0.016702103814672964
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,reward_irrelevant_action,action_entropy_mean,104,46,0.19417693939391428,0.1836057714665208,-0.010571167927393488
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,reward_irrelevant_action,reasoning_p_hack,104,46,0.004930095239572946,0.005326732895309384,0.0003966376557364374
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,reward_irrelevant_action,action_p_hack,104,46,0.002726195512962604,0.0017752664990682385,-0.0009509290138943656
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,ineffective_action,reasoning_entropy_mean,104,46,0.32950228996103526,0.3128001861463623,-0.016702103814672964
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,ineffective_action,action_entropy_mean,104,46,0.19417693939391428,0.1836057714665208,-0.010571167927393488
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,ineffective_action,reasoning_p_hack,104,46,0.004930095239572946,0.005326732895309384,0.0003966376557364374
LlamaControl,pick_and_place_simple,react_ttc_monitored,64.0,ineffective_action,action_p_hack,104,46,0.002726195512962604,0.0017752664990682385,-0.0009509290138943656
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,bad_action,reasoning_entropy_mean,83,67,0.3240908214841059,0.2833662700784592,-0.04072455140564668
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,bad_action,action_entropy_mean,83,67,0.21036975797681354,0.15083491860430265,-0.05953483937251089
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,bad_action,reasoning_p_hack,83,67,0.003758867689036042,0.005167828411195423,0.0014089607221593812
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,bad_action,action_p_hack,83,67,0.00145554872272538,0.0015077691489962645,5.222042627088443e-05
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,repeated_action,reasoning_entropy_mean,126,24,0.30327943868945884,0.3196612084819052,0.016381769792446377
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,repeated_action,action_entropy_mean,126,24,0.18278811669897194,0.18897194810388904,0.006183831404917101
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,repeated_action,reasoning_p_hack,126,24,0.00429895797264721,0.0048567423827723475,0.0005577844101251374
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,repeated_action,action_p_hack,126,24,0.0014437944931406017,0.0016630404513850187,0.00021924595824441705
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,examine_loop,reasoning_entropy_mean,131,19,0.30320095619310283,0.324513316691636,0.02131236049853319
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,examine_loop,action_entropy_mean,131,19,0.1844390107983516,0.17921679178840752,-0.0052222190099440735
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,examine_loop,reasoning_p_hack,131,19,0.0043151560976272966,0.0048918459447846755,0.000576689847157379
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,examine_loop,action_p_hack,131,19,0.0013904757712574075,0.0020883553123282055,0.000697879541070798
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,no_progress_window,reasoning_entropy_mean,12,138,0.271422019369064,0.30889865250731,0.03747663313824601
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,no_progress_window,action_entropy_mean,12,138,0.18166416973269686,0.18396130015776405,0.0022971304250671842
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,no_progress_window,reasoning_p_hack,12,138,0.0032072785824800412,0.004490892599640031,0.0012836140171599898
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,no_progress_window,action_p_hack,12,138,0.0009390630621438781,0.0015258139146610851,0.000586750852517207
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,reward_irrelevant_action,reasoning_entropy_mean,98,52,0.30832636641554667,0.30132873787911496,-0.00699762853643171
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,reward_irrelevant_action,action_entropy_mean,98,52,0.19019532707892828,0.17168245009286204,-0.01851287698606624
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,reward_irrelevant_action,reasoning_p_hack,98,52,0.0037323960509972683,0.005624148245045239,0.0018917521940479709
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,reward_irrelevant_action,action_p_hack,98,52,0.0012710617728741405,0.0018705196774478942,0.0005994579045737536
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,ineffective_action,reasoning_entropy_mean,98,52,0.30832636641554667,0.30132873787911496,-0.00699762853643171
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,ineffective_action,action_entropy_mean,98,52,0.19019532707892828,0.17168245009286204,-0.01851287698606624
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,ineffective_action,reasoning_p_hack,98,52,0.0037323960509972683,0.005624148245045239,0.0018917521940479709
LlamaControl,pick_and_place_simple,react_ttc_monitored,128.0,ineffective_action,action_p_hack,98,52,0.0012710617728741405,0.0018705196774478942,0.0005994579045737536
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,bad_action,reasoning_entropy_mean,87,63,0.3109675891637331,0.2843776114006384,-0.02658997776309474
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,bad_action,action_entropy_mean,87,63,0.1882081119428398,0.14292196443679697,-0.04528614750604282
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,bad_action,reasoning_p_hack,87,63,0.005249446810528747,0.005721808008129917,0.00047236119760116994
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,bad_action,action_p_hack,87,63,0.0032062029347258328,0.0032021576102009767,-4.0453245248560366e-06
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,repeated_action,reasoning_entropy_mean,128,22,0.29593253726841406,0.32230022750581827,0.026367690237404207
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,repeated_action,action_entropy_mean,128,22,0.17308480117153188,0.14651522493587238,-0.026569576235659503
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,repeated_action,reasoning_p_hack,128,22,0.00593255543703863,0.0026276673221473255,-0.0033048881148913046
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,repeated_action,action_p_hack,128,22,0.0035854414732395604,0.000988139826779332,-0.0025973016464602284
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,examine_loop,reasoning_entropy_mean,131,19,0.2996102969711141,0.301106361698371,0.0014960647272569405
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,examine_loop,action_entropy_mean,131,19,0.17341564581941718,0.14003894190534846,-0.03337670391406872
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,examine_loop,reasoning_p_hack,131,19,0.00598576151678409,0.0017390009647089448,-0.004246760552075146
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,examine_loop,action_p_hack,131,19,0.003507140999545828,0.0011179007275423972,-0.0023892402720034306
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,no_progress_window,reasoning_entropy_mean,12,138,0.35263916548986246,0.2952050709391786,-0.05743409455068388
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,no_progress_window,action_entropy_mean,12,138,0.22817745626276711,0.16405840596660917,-0.06411905029615794
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,no_progress_window,reasoning_p_hack,12,138,0.004507721240521903,0.005529587841608137,0.0010218666010862344
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,no_progress_window,action_p_hack,12,138,8.986987575485094e-05,0.0034753416395271798,0.003385471763772329
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,reward_irrelevant_action,reasoning_entropy_mean,96,54,0.30290426648652624,0.2942807443107126,-0.008623522175813636
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,reward_irrelevant_action,action_entropy_mean,96,54,0.17621261884592568,0.15669959424697047,-0.01951302459895521
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,reward_irrelevant_action,reasoning_p_hack,96,54,0.005350288295423882,0.0056212611234720935,0.00027097282804821113
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,reward_irrelevant_action,action_p_hack,96,54,0.0034387448260996428,0.00278807558256006,-0.0006506692435395826
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,ineffective_action,reasoning_entropy_mean,96,54,0.30290426648652624,0.2942807443107126,-0.008623522175813636
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,ineffective_action,action_entropy_mean,96,54,0.17621261884592568,0.15669959424697047,-0.01951302459895521
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,ineffective_action,reasoning_p_hack,96,54,0.005350288295423882,0.0056212611234720935,0.00027097282804821113
LlamaControl,pick_and_place_simple,react_ttc_monitored,256.0,ineffective_action,action_p_hack,96,54,0.0034387448260996428,0.00278807558256006,-0.0006506692435395826
LlamaHack,pick_and_place_simple,react_baseline,,bad_action,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,bad_action,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,bad_action,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,bad_action,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,repeated_action,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,repeated_action,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,repeated_action,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,repeated_action,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,examine_loop,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,examine_loop,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,examine_loop,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,examine_loop,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,no_progress_window,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,no_progress_window,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,no_progress_window,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,no_progress_window,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,ineffective_action,action_entropy_mean,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_baseline,,ineffective_action,action_p_hack,0,0,,,
LlamaHack,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,reasoning_entropy_mean,99,51,0.15125565691227544,0.16838804091921117,0.01713238400693573
