source_file,model,method,ttc,task,success,progression,episode_return,num_steps,input_tokens,output_tokens,alf_repetition_rate,alf_state_action_loop_rate,alf_examine_loop_rate,alf_object_churn_rate,alf_no_progress_window_rate,alf_ineffective_action_rate,alf_reward_irrelevant_action_rate,alf_productive_action_rate,alf_dominant_action_fraction,alf_unique_action_ratio,alf_first_productive_step,alf_avg_reward,alf_total_steps,alf_success,alf_progression
runs_paper_eval/react_baseline/2026-04-24_13-48-42_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,216599.0,2374.0,0.6,0.5,0.42,0.18,0.92,0.46,0.46,0.54,0.44,0.3,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_13-48-42_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,214100.0,2167.0,0.42,0.26,0.3,0.16,0.92,0.4,0.4,0.6,0.2,0.52,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_13-48-42_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,235994.0,2405.0,0.46,0.34,0.0,0.42,0.92,0.0,0.0,1.0,0.16,0.34,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_13-48-42_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,220598.0,2443.0,0.56,0.4,0.46,0.02,0.92,0.54,0.54,0.46,0.4,0.38,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_13-48-42_react_alfworld_public_exact_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,224837.0,2688.0,0.58,0.44,0.06,0.26,0.92,0.1,0.1,0.9,0.36,0.3,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_16-25-59_react_alfworld_public_exact_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,234470.0,665.0,0.52,0.4,0.0,0.02,0.92,0.06,0.06,0.94,0.36,0.34,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_16-25-59_react_alfworld_public_exact_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,235692.0,679.0,0.58,0.44,0.0,0.02,0.92,0.04,0.04,0.96,0.42,0.32,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_16-25-59_react_alfworld_public_exact_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,235692.0,663.0,0.58,0.44,0.0,0.02,0.92,0.04,0.04,0.96,0.42,0.32,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_16-25-59_react_alfworld_public_exact_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,238214.0,678.0,0.6,0.48,0.0,0.02,0.92,0.04,0.04,0.96,0.44,0.32,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/react_baseline/2026-04-24_16-25-59_react_alfworld_public_exact_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_baseline,,pick_and_place_simple,0.0,0.0,0.0,50.0,229532.0,509.0,0.8,0.78,0.0,0.8,0.92,0.0,0.0,1.0,0.42,0.18,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_00-57-56_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223810.0,329.0,0.14,0.02,0.12,0.14,0.92,0.3,0.3,0.7,0.08,0.78,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_00-57-56_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223081.0,366.0,0.16,0.0,0.06,0.18,0.92,0.28,0.28,0.72,0.08,0.64,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_00-57-56_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,227223.0,350.0,0.08,0.04,0.0,0.32,0.92,0.26,0.26,0.74,0.08,0.56,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_00-57-56_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,239231.0,367.0,0.02,0.0,0.0,0.32,0.92,0.12,0.12,0.88,0.06,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_00-57-56_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,233411.0,354.0,0.1,0.0,0.0,0.36,0.92,0.18,0.18,0.82,0.08,0.54,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_12-41-42_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,232733.0,326.0,0.16,0.06,0.0,0.18,0.92,0.06,0.06,0.94,0.06,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_12-41-42_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,219437.0,308.0,0.2,0.08,0.04,0.06,0.92,0.16,0.16,0.84,0.1,0.66,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_12-41-42_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,221145.0,320.0,0.2,0.06,0.06,0.04,0.92,0.22,0.22,0.78,0.08,0.78,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_12-41-42_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224529.0,343.0,0.22,0.1,0.0,0.38,0.92,0.08,0.08,0.92,0.1,0.42,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_12-41-42_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,216776.0,311.0,0.1,0.04,0.02,0.04,0.92,0.22,0.22,0.78,0.12,0.54,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_15-05-48_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223479.0,335.0,0.26,0.06,0.0,0.38,0.92,0.04,0.04,0.96,0.18,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_15-05-48_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,219105.0,317.0,0.32,0.16,0.04,0.24,0.92,0.12,0.12,0.88,0.1,0.52,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_15-05-48_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220414.0,321.0,0.14,0.08,0.0,0.18,0.92,0.12,0.12,0.88,0.1,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_15-05-48_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,221497.0,352.0,0.2,0.08,0.0,0.42,0.92,0.04,0.04,0.96,0.14,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_15-05-48_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223810.0,320.0,0.14,0.04,0.04,0.16,0.92,0.2,0.2,0.8,0.06,0.68,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_17-36-59_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,216541.0,318.0,0.18,0.04,0.16,0.02,0.92,0.42,0.42,0.58,0.1,0.68,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_17-36-59_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,233929.0,330.0,0.14,0.02,0.1,0.18,0.92,0.34,0.34,0.66,0.14,0.68,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_17-36-59_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,218300.0,323.0,0.06,0.0,0.06,0.02,0.92,0.38,0.38,0.62,0.06,0.78,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_17-36-59_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222441.0,318.0,0.1,0.02,0.06,0.02,0.92,0.38,0.38,0.62,0.1,0.76,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok128/2026-04-24_17-36-59_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_ttc_monitored,128.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223806.0,337.0,0.06,0.02,0.0,0.14,0.92,0.14,0.14,0.86,0.06,0.82,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_00-11-20_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,221103.0,338.0,0.12,0.0,0.12,0.14,0.92,0.38,0.38,0.62,0.08,0.78,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_00-11-20_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,229934.0,349.0,0.02,0.0,0.0,0.34,0.92,0.22,0.2,0.78,0.06,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_00-11-20_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,218945.0,350.0,0.16,0.02,0.06,0.1,0.92,0.36,0.36,0.64,0.1,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_00-11-20_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220361.0,334.0,0.06,0.02,0.04,0.08,0.92,0.34,0.34,0.66,0.08,0.88,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_00-11-20_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,225387.0,343.0,0.06,0.0,0.06,0.36,0.92,0.26,0.26,0.74,0.08,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_12-00-32_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,227613.0,333.0,0.22,0.1,0.0,0.32,0.92,0.08,0.08,0.92,0.14,0.38,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_12-00-32_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226568.0,339.0,0.14,0.06,0.0,0.4,0.92,0.12,0.12,0.88,0.08,0.48,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_12-00-32_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226287.0,322.0,0.1,0.04,0.02,0.1,0.92,0.14,0.14,0.86,0.08,0.64,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_12-00-32_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,225494.0,336.0,0.24,0.1,0.02,0.36,0.92,0.12,0.12,0.88,0.16,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_12-00-32_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220412.0,331.0,0.1,0.04,0.0,0.26,0.92,0.08,0.08,0.92,0.12,0.46,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_14-25-19_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224520.0,330.0,0.28,0.14,0.0,0.38,0.92,0.12,0.12,0.88,0.12,0.42,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_14-25-19_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220656.0,316.0,0.06,0.0,0.02,0.1,0.92,0.14,0.14,0.86,0.06,0.76,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_14-25-19_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224147.0,353.0,0.2,0.06,0.0,0.38,0.92,0.06,0.06,0.94,0.14,0.36,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_14-25-19_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,215421.0,318.0,0.2,0.06,0.02,0.16,0.92,0.1,0.1,0.9,0.06,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_14-25-19_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,215694.0,323.0,0.22,0.04,0.04,0.28,0.92,0.14,0.14,0.86,0.08,0.62,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_16-50-41_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226569.0,327.0,0.12,0.0,0.08,0.2,0.92,0.28,0.28,0.72,0.08,0.68,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_16-50-41_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,224041.0,324.0,0.16,0.06,0.14,0.12,0.92,0.3,0.3,0.7,0.14,0.56,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_16-50-41_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223519.0,347.0,0.02,0.0,0.02,0.16,0.92,0.3,0.3,0.7,0.08,0.7,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_16-50-41_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223145.0,307.0,0.2,0.06,0.16,0.08,0.92,0.34,0.34,0.66,0.16,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok16/2026-04-24_16-50-41_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_ttc_monitored,16.0,pick_and_place_simple,0.0,0.0,0.0,50.0,214730.0,313.0,0.2,0.06,0.18,0.0,0.92,0.44,0.44,0.56,0.1,0.58,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_01-14-19_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,219467.0,320.0,0.22,0.0,0.22,0.02,0.92,0.4,0.4,0.6,0.1,0.64,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_01-14-19_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220469.0,340.0,0.1,0.0,0.08,0.2,0.92,0.34,0.34,0.66,0.08,0.66,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_01-14-19_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,231691.0,356.0,0.08,0.0,0.06,0.16,0.92,0.34,0.34,0.66,0.08,0.72,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_01-14-19_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,216343.0,316.0,0.1,0.0,0.06,0.2,0.92,0.28,0.28,0.72,0.08,0.6,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_01-14-19_react_ttc_monitored_LlamaControl/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaControl,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220933.0,344.0,0.12,0.0,0.12,0.06,0.92,0.36,0.36,0.64,0.08,0.78,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_12-55-13_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,222134.0,342.0,0.16,0.02,0.0,0.46,0.92,0.04,0.04,0.96,0.16,0.42,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_12-55-13_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_01.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,226904.0,340.0,0.06,0.02,0.0,0.2,0.92,0.12,0.12,0.88,0.08,0.64,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_12-55-13_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_02.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,223493.0,349.0,0.14,0.06,0.0,0.42,0.92,0.02,0.02,0.98,0.16,0.3,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_12-55-13_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_03.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,220157.0,317.0,0.08,0.02,0.0,0.1,0.92,0.22,0.22,0.78,0.06,0.74,1.0,0.0,50.0,0.0,0.0
runs_paper_eval/ttc_rtok256/2026-04-24_12-55-13_react_ttc_monitored_LlamaHack/alfworld/pick_and_place_simple/pick_and_place_simple_run_04.json,LlamaHack,react_ttc_monitored,256.0,pick_and_place_simple,0.0,0.0,0.0,50.0,218992.0,322.0,0.12,0.06,0.0,0.18,0.92,0.1,0.1,0.9,0.22,0.38,1.0,0.0,50.0,0.0,0.0
